"Place","Region","Confirmed","Deaths","Recovered","Last Update"
"New York","USA","89","0","0","2020-03-08 01:00:00 * CTY: NYC 11; Westchester 70; Nassau 4; Rockland 2; Saratoga 2"
"Bahrain","Bahrain","85","0","4","2020-03-07 18:30:00"
"California","USA","84","1","2","2020-03-07 23:00:00 * CTY: Santa Clara 33; Los Angeles 14; San Diego 3; Orange 3; Placer 5; San Benito 2; San Mateo 2; San Francisco 9; Sacramento 2; Contra Costa 4; Humboldt 1; Berkeley 1; Sonoma 1; Yolo 1; Alameda 1; Madera 1; Santa Cruz 1; Gilroy 1"
"Austria","Austria","79","0","0","2020-03-07 18:30:00"
"Xinjiang Uygur","Mainland China","76","3","71","2020-03-07 01:00:00"
"Nei Mongol","Mainland China","75","1","65","2020-03-07 01:00:00"
"Ningxia","Mainland China","75","0","71","2020-03-07 01:00:00"
"Greece","Greece","66","0","0","2020-03-07 20:00:00"
"Australia","Australia","63","2","21","2020-03-07 18:30:00"
"Kuwait","Kuwait","61","0","0","2020-03-07 18:30:00"
"Canada","Canada","60","0","6","2020-03-07 20:00:00"
"Iraq","Iraq","54","4","0","2020-03-07 18:30:00"
"Thailand","Thailand","50","1","31","2020-03-07 15:00:00"
"Iceland","Iceland","50","0","0","2020-03-07 18:30:00"
"Taiwan","Taiwan","45","1","12","2020-03-07 01:00:00"
"United Arab Emirates","United Arab Emirates","45","0","7","2020-03-07 18:30:00"
"Diamond Princess","USA","45","0","0","2020-03-02 17:00:00"
"India","India","34","0","3","2020-03-07 18:30:00"
"Denmark","Denmark","23","0","0","2020-03-06 14:00:00"
"San Marino","San Marino","23","1","0","2020-03-07 15:00:00"
"Palestine","Palestine","22","0","0","2020-03-07 15:00:00"
"Israel","Esrael","21","0","2","2020-03-07 15:00:00"
"Grand Princess","US","21","0","0","2020-03-07 01:00:00"
"Czech Republic","Czech Republic","19","0","0","2020-03-07 15:00:00"
"Qinghai","Mainland China","18","0","18","2020-03-07 01:00:00"
"Ireland","Ireland","18","0","0","2020-03-07 15:00:00"
"Algeria","Algeria","17","0","0","2020-03-06 20:00:00"
"Vietnam","Vietnam","16","0","16","2020-02-25 14:00:00"
"Lebanon","Lebanon","16","0","1","2020-03-06 12:00:00"
"Oman","Oman","16","0","2","2020-03-05 20:30:00"
"Finland","Finland","15","0","1","2020-03-06 14:00:00"
"Egypt","Egypt","15","0","0","2020-03-06 14:00:00"
"Massachusetts","USA","14","0","1","2020-03-08 01:00:00 * CTY: Boston 4; Norfolk 1; Middlesex 7; Berkshire 1; Wellesley 1"
"Ecuador","Ecuador","13","0","0","2020-03-05 18:30:00"
"Brazil","Brazil","13","0","0","2020-03-06 20:00:00 * 1 presumptive case"
"Portugal","Portugal","13","0","0","2020-03-07 15:00:00"
"Russia","Russia","13","0","2","2020-03-07 15:00:00"
"Croatia","Croatia","12","0","0","2020-03-07 15:00:00"
"Florida","USA","11","2","0","2020-03-08 01:00:00 * CTY: Sarasota 1; Hillsborough 2; Santa Rosa 1; Broward 2; Lee 2; Charlotte 1; Okaloosa 1; Volusia 1"
"Macau","Macau","10","0","10","2020-03-07 01:00:00"
"Estonia","Estonia","10","0","0","2020-03-06 14:00:00"
"Romania","Romania","9","0","0","2020-03-06 16:30:00"
"Azerbaijan","Azerbaijan","9","0","0","2020-03-07 15:00:00"
"Argentina","Argentina","9","1","0","2020-03-07 23:00:00"
"Texas","USA","9","0","0","2020-03-07 03:00:00 * CTY: Fort Bend 3; Harris 3; Houston 2; Montgomery 1 (possible case)"
"Qatar","Qatar","8","0","0","2020-03-06 18:30:00"
"Colorado","USA","8","0","0","2020-03-07 01:00:00 * CTY: Denver 2; Summit 1; El Paso 1; Douglas 3; Eagle 1; all are presumptive positive"
"Pakistan","Pakistan","7","0","0","2020-03-06 20:00:00"
"Slovenia","Slovenia","7","0","0","2020-03-06 16:30:00"
"Chile","Chile","7","0","0","2020-03-07 18:00:00"
"Oregon","USA","7","0","0","2020-03-07 20:00:00 * CTY: Washington 4; Jackson 2; Klamath 1"
"Belarus","Belarus","6","0","0","2020-03-04 09:00:00"
"Mexico","Mexico","6","0","0","2020-03-06 18:30:00"
"Philippines","Philippines","6","1","1","2020-03-07 15:00:00"
"Peru","Peru","6","0","0","2020-03-07 23:00:00"
"Illinois","USA","6","0","2","2020-03-07 03:00:00 * CTY: Chicago 4; Cook 2"
"Saudi Arabia","Saudi Arabia","5","0","0","2020-03-05 15:00:00"
"Poland","Poland","5","0","0","2020-03-06 18:30:00"
"New Zealand","New Zealand","5","0","0","2020-03-07 15:00:00"
"Arizona","USA","5","0","1","2020-03-07 18:30:00 * CTY: Tempe 1; Maricopa 2 (1 presumptively positive); Pinal 2"
"Georgia","USA","5","0","0","2020-03-07 16:30:00 * CTY: Fulton 3; Floyd 1 (presumptively positive); Cobb 1"
"Indonesia","Indonesia","4","0","0","2020-03-05 14:00:00"
"Senegal","Senegal","4","0","0","2020-03-04 20:00:00"
"Georgia (country)","Georgia","4","0","0","2020-03-05 12:30:00"
"New Jersey","USA","4","0","0","2020-03-07 01:00:00 * CTY: Bergen 3; Camden 1"
"Pennsylvania","USA","4","0","0","2020-03-07 01:00:00 * CTY: Delaware 1; Wayne 1; Montgomery 2"
"Malta","Malta","3","0","0","2020-03-07 20:00:00"
"Wuhan Evacuee","USA","3","0","0","2020-03-02 17:00:00"
"Rhode Island","USA","3","0","0","2020-03-07 03:00:00 * CTY: Providence 3"
"Maryland","USA","3","0","0","2020-03-07 01:00:00 * CTY: Montgomery 3"
"Bosnia and Herzegovina","Bosnia and Herzegovina","2","0","0","2020-03-06 14:00:00"
"Dominican Republic","Dominican Republic","2","0","0","2020-03-06 16:40:00"
"Luxembourg","Luxembourg","2","0","0","2020-03-06 15:0:00"
"Morocco","Morocco","2","0","0","2020-03-06 14:00:00"
"Hungary","Hungary","2","0","0","2020-03-04 19:40:00"
"Maldives","Maldives","2","0","0","2020-03-07 18:00:00"
"Martinique","Martinique","2","0","0","2020-03-07 04:00:00"
"New Hampshire","USA","2","0","0","2020-03-04 03:00:00 * CNTY: Grafton 2"
"North Carolina","USA","2","0","0","2020-03-06 16:00:00 * CTY: Wake 1; Chatham 1"
"Nevada","USA","2","0","0","2020-03-06 20:00:00 * CTY: Clark 1 (presumptively positive); Washoe 1"
"Connecticut","USA","2","0","0","2020-03-07 20:00:00 * CTY: Fairfield 2"
"South Carolina","USA","2","0","0","2020-03-07 03:00:00 * CTY: Kershaw 1; Charleston 1"
"Xizang","Mainland China","1","0","1","2020-02-12 07:00:00"
"Cambodia","Cambodia","1","0","1","2020-02-12 07:43:02"
"Nepal","Nepal","1","0","1","2020-02-12 14:43:03"
"Sri Lanka","Sri Lanka","1","0","1","2020-02-08 03:43:03"
"Afghanistan","Afghanistan","1","0","0","2020-02-24 12:00:00"
"North Macedonia","North Macedonia","1","0","0","2020-02-26 21:00:00"
"Nigeria","Nigeria","1","0","0","2020-02-28 02:00:00"
"Lithuania","Lithuania","1","0","0","2020-02-28 11:00:00"
"Monaco","Monaco","1","0","0","2020-02-28 23:30:00"
"Armenia","Armenia","1","0","0","2020-03-01 19:00:00"
"Andorra","Andorra","1","0","0","2020-03-02 12:00:00"
"Jordan","Jordan","1","0","0","2020-03-02 13:22:00"
"Tunisia","Tunisia","1","0","0","2020-03-02 16:00:00"
"Latvia","Latvia","1","0","0","2020-03-02 17:00:00"
"Ukraine","Ukraine","1","0","0","2020-03-03 10:00:00"
"Liechtenstein","Liechtenstein","1","0","0","2020-03-03 22:00:00"
"South Africa","South Africa","1","0","0","2020-03-05 12:25:00"
"Costa Rica","Costa Rica","1","0","0","2020-03-06 01:29:39"
"Serbia","Serbia","1","0","0","2020-03-06 11:00:00"
"Cameroon","Cameroon","1","0","0","2020-03-06 11:00:00"
"Bhutan","Bhutan","1","0","0","2020-03-06 11:00:00"
"Slovakia","Slovakia","1","0","0","2020-03-06 13:00:00"
"Togo","Togo","1","0","0","2020-03-06 16:30:00"
"Vatican City","Vatican City","1","0","0","2020-03-06 16:30:00"
"Colombia","Colombia","1","0","0","2020-03-06 22:00:00"
"Paraguay","Paraguay","1","0","0","2020-03-07 23:00:00"
"Moldova","Moldova","1","0","0","2020-03-07 23:00:00"
"Wisconsin","USA","1","0","1","2020-02-05 21:53:00 * CTY: Dane 1"
"Tennessee","USA","1","0","0","2020-03-05 15:00:00 * CTY: Williamson 1"
"Indiana","USA","1","0","0","2020-03-06 16:40:00 * CTY: Marion 1"
"Minnesota","USA","1","0","0","2020-03-07 01:00:00 * CTY: Ramsey 1"
"Kentucky","USA","1","0","0","2020-03-07 01:00:00 * CTY: Fayette 1"
"Oklahoma","USA","1","0","0","2020-03-07 01:00:00 * CTY: Tulsa 1"
"Hawaii","USA","1","0","0","2020-03-07 03:00:00"
"Utah","USA","1","0","0","2020-03-07 03:00:00 * CTY: Davis 1"
"Nebraska","USA","1","0","0","2020-03-07 03:00:00 * CTY: Douglas 1"
"District of Columbia","USA","1","0","0","2020-03-07 03:00:00"
"Kansas","USA","1","0","0","2020-03-08 01:00:00 * CTY: Johnson 1"
"Virginia","USA","1","0","0","2020-03-08 01:00:00 * CTY: Fairfax 1"
"Missouri","USA","1","0","0","2020-03-08 02:30:00 * CTY: St. Louis 1"
